OriginalSort	Year-text	Year	title	consul	Unique	Ruler ID	wikipedia link	notes	
1	509BC	-509	Prior	L. Junius Brutus	x		https://en.wikipedia.org/wiki/Lucius_Junius_Brutus		
2	509BC	-509	suff (I)	Sp. Lucretius Tricipitinus	x		https://en.wikipedia.org/wiki/Spurius_Lucretius_Tricipitinus		
3	509BC	-509	suff (I)	M. Horatius Pulvillus	x		https://en.wikipedia.org/wiki/Marcus_Horatius_Pulvillus		
1664	509BC	-509	Posterior	L. Tarquinius Collatinus	x		https://en.wikipedia.org/wiki/Lucius_Tarquinius_Collatinus		
1665	509BC	-509	suff. (II)	P. Valerius Poplicola	x		https://en.wikipedia.org/wiki/Publius_Valerius_Poplicola		
4	508BC	-508	Prior	P. Valerius Poplicola II	n		https://en.wikipedia.org/wiki/Publius_Valerius_Poplicola		
1667	508BC	-508	Posterior	T. Lucretius Tricipitinus	x		https://en.wikipedia.org/wiki/Titus_Lucretius_Tricipitinus		
5	507BC	-507	Prior	P. Valerius Poplicola III	n		https://en.wikipedia.org/wiki/Publius_Valerius_Poplicola		
1668	507BC	-507	Posterior	M. Horatius Pulvillus II	n		https://en.wikipedia.org/wiki/Marcus_Horatius_Pulvillus		
6	506BC	-506	Prior	Sp. Larcius	x		https://en.wikipedia.org/wiki/Spurius_Larcius		
1669	506BC	-506	Posterior	T. Herminius Aquilinus	x		https://en.wikipedia.org/wiki/Titus_Herminius_Aquilinus		
7	505BC	-505	Prior	M. Valerius Volusus	x		https://en.wikipedia.org/wiki/Marcus_Valerius_Volusus		
1670	505BC	-505	Posterior	P. Postumius Tubertus	x		https://en.wikipedia.org/wiki/Publius_Postumius_Tubertus		
8	504BC	-504	Prior	P. Valerius Poplicola IV	n		https://en.wikipedia.org/wiki/Publius_Valerius_Poplicola		
1671	504BC	-504	Posterior	T. Lucretius Tricipitinus II	n		https://en.wikipedia.org/wiki/Titus_Lucretius_Tricipitinus		
9	503BC	-503	Prior	Agrippa Menenius Lanatus	x		https://en.wikipedia.org/wiki/Agrippa_Menenius_Lanatus_(consul_503_BC)		
1672	503BC	-503	Posterior	P. Postumius Tubertus II	n		https://en.wikipedia.org/wiki/Publius_Postumius_Tubertus		
10	502BC	-502	Prior	Opiter Verginius Tricostus	x		https://en.wikipedia.org/wiki/Opiter_Verginius_Tricostus		
1673	502BC	-502	Posterior	Sp. Cassius Vecellinus	x		https://en.wikipedia.org/wiki/Spurius_Cassius_Vecellinus		
11	501BC	-501	Prior	Postumus Cominius Auruncus	x		https://en.wikipedia.org/wiki/Postumus_Cominius_Auruncus		
1674	501BC	-501	Posterior	T. Larcius	x		https://en.wikipedia.org/wiki/Titus_Larcius		
12	500BC	-500	Prior	Ser. Sulpicius Camerinus Cornutus	x		https://en.wikipedia.org/wiki/Servius_Sulpicius_Camerinus_Cornutus		
1675	500BC	-500	Posterior	M'. Tullius Longus	x		https://en.wikipedia.org/wiki/Manius_Tullius_Longus		
13	499BC	-499	Prior	T. Aebutius Helva	x		https://en.wikipedia.org/wiki/Titus_Aebutius_Helva		
1676	499BC	-499	Posterior	C. Veturius Geminus Cicurinus	x		https://en.wikipedia.org/wiki/Gaius_Veturius_Geminus_Cicurinus		
14	498BC	-498	Prior	Q. Cloelius Siculus	x		https://en.wikipedia.org/wiki/Quintus_Cloelius_Siculus		
1677	498BC	-498	Posterior	T. Larcius II	n		https://en.wikipedia.org/wiki/Titus_Larcius		
15	497BC	-497	Prior	A. Sempronius Atratinus	x		https://en.wikipedia.org/wiki/Aulus_Sempronius_Atratinus_(consul_497_BC)		
1678	497BC	-497	Posterior	M. Minucius Augurinus	x		https://en.wikipedia.org/wiki/Marcus_Minucius_Augurinus		
16	496BC	-496	Prior	A. Postumius Albus Regillensis	x		https://en.wikipedia.org/wiki/Aulus_Postumius_Albus_Regillensis		
1679	496BC	-496	Posterior	T. Verginius Tricostus Caeliomontanus	x		https://en.wikipedia.org/wiki/Titus_Verginius_Tricostus_Caeliomontanus_(consul_496_BC)		
17	495BC	-495	Prior	Ap. Claudius Sabinus Inregillensis	x		https://en.wikipedia.org/wiki/Appius_Claudius_Sabinus_Inregillensis		
1680	495BC	-495	Posterior	P. Servilius Priscus Structus	x		https://en.wikipedia.org/wiki/Publius_Servilius_Priscus_Structus		
18	494BC	-494	Prior	A. Verginius Tricostus Caeliomontanus	x		https://en.wikipedia.org/wiki/Aulus_Verginius_Tricostus_Caeliomontanus_(consul_494_BC)		
1681	494BC	-494	Posterior	T. Veturius Geminus Cicurinus	x		https://en.wikipedia.org/wiki/Titus_Veturius_Geminus_Cicurinus_(consul_494_BC)		
19	493BC	-493	Prior	Postumus Cominius Auruncus II	n		https://en.wikipedia.org/wiki/Postumus_Cominius_Auruncus		
1682	493BC	-493	Posterior	Sp. Cassius Vecellinus II	n		https://en.wikipedia.org/wiki/Spurius_Cassius_Vecellinus		
20	492BC	-492	Prior	T. Geganius Macerinus	x		https://en.wikipedia.org/wiki/Titus_Geganius_Macerinus		
1683	492BC	-492	Posterior	P. Minucius Augurinus	x		https://en.wikipedia.org/wiki/Publius_Minucius_Augurinus		
21	491BC	-491	Prior	M. Minucius Augurinus II	n		https://en.wikipedia.org/wiki/Marcus_Minucius_Augurinus		
1684	491BC	-491	Posterior	A. Sempronius Atratinus II	n		https://en.wikipedia.org/wiki/Aulus_Sempronius_Atratinus_(consul_497_BC)		
22	490BC	-490	Prior	Q. Sulpicius Camerinus Cornutus	x		https://en.wikipedia.org/wiki/Quintus_Sulpicius_Camerinus_Cornutus_(consul)		
1685	490BC	-490	Posterior	Sp. Larcius II	n		https://en.wikipedia.org/wiki/Spurius_Larcius		
23	489BC	-489	Prior	C. Julius Iullus	x		https://en.wikipedia.org/wiki/Gaius_Julius_Iullus_(consul_489_BC)		
1686	489BC	-489	Posterior	P. Pinarius Mamercinus Rufus	x		https://en.wikipedia.org/wiki/Publius_Pinarius_Mamercinus_Rufus		
24	488BC	-488	Prior	Sp. Nautius Rutilus	x		https://en.wikipedia.org/wiki/Spurius_Nautius_Rutilus_(consul_488_BC)		
1687	488BC	-488	Posterior	Sex. Furius	x		https://en.wikipedia.org/wiki/Sextus_Furius		
25	487BC	-487	Prior	T. Sicinius (or Siccius) Sabinus	x		https://en.wikipedia.org/wiki/Titus_Sicinius_Sabinus		
1688	487BC	-487	Posterior	C. Aquillius Tuscus	x		https://en.wikipedia.org/wiki/Gaius_Aquillius_Tuscus		
26	486BC	-486	Prior	Sp. Cassius Vecellinus III	n		https://en.wikipedia.org/wiki/Spurius_Cassius_Vecellinus		
1689	486BC	-486	Posterior	Proculus Verginius Tricostus Rutilus	x		https://en.wikipedia.org/wiki/Proculus_Verginius_Tricostus_Rutilus		
27	485BC	-485	Prior	Q. Fabius Vibulanus	x		https://en.wikipedia.org/wiki/Quintus_Fabius_Vibulanus_(consul_485_BC)		
1690	485BC	-485	Posterior	Ser. Cornelius Maluginensis	x		https://en.wikipedia.org/wiki/Servius_Cornelius_Maluginensis		
28	484BC	-484	Prior	L. Aemilius Mamercus	x		https://en.wikipedia.org/wiki/Lucius_Aemilius_Mamercus		
1691	484BC	-484	Posterior	K. Fabius Vibulanus	x		https://en.wikipedia.org/wiki/Caeso_Fabius_Vibulanus		
29	483BC	-483	Prior	M. Fabius Vibulanus	x		https://en.wikipedia.org/wiki/Marcus_Fabius_Vibulanus_(consul_483_BC)		
1692	483BC	-483	Posterior	L. Valerius Potitus	x		https://en.wikipedia.org/wiki/Lucius_Valerius_Potitus_(consul_483_BC)		
30	482BC	-482	Prior	C. Julius Iullus	x		https://en.wikipedia.org/wiki/Gaius_Julius_Iullus_(decemvir)		
1693	482BC	-482	Posterior	Q. Fabius Vibulanus II	n		https://en.wikipedia.org/wiki/Quintus_Fabius_Vibulanus_(consul_485_BC)		
31	481BC	-481	Prior	K. Fabius Vibulanus II	n		https://en.wikipedia.org/wiki/Caeso_Fabius_Vibulanus		
1694	481BC	-481	Posterior	Sp. Furius Fusus	x		https://en.wikipedia.org/wiki/Spurius_Furius_Fusus		
32	480BC	-480	Prior	M. Fabius Vibulanus II	n		https://en.wikipedia.org/wiki/Marcus_Fabius_Vibulanus_(consul_483_BC)		
1695	480BC	-480	Posterior	Cn. Manlius Cincinnatus	x		https://en.wikipedia.org/wiki/Gnaeus_Manlius_Cincinnatus		
33	479BC	-479	Prior	K. Fabius Vibulanus III	n		https://en.wikipedia.org/wiki/Caeso_Fabius_Vibulanus		
1696	479BC	-479	Posterior	T. Verginius Tricostus Rutilus	x		https://en.wikipedia.org/wiki/Titus_Verginius_Tricostus_Rutilus		
34	478BC	-478	Prior	L. Aemilius Mamercus II	n		https://en.wikipedia.org/wiki/Lucius_Aemilius_Mamercus		
1697	478BC	-478	Posterior	C. Servilius Structus Ahala	x		https://en.wikipedia.org/wiki/Gaius_Servilius_Structus_Ahala		
1698	478BC	-478	suff. (II)	(Opiter Verginius? E)squilinus	x		https://en.wikipedia.org/wiki/Opiter_Verginius_Tricostus_Esquilinus_(consul_478_BC)		
36	477BC	-477	Prior	C. (or M.) Horatius Pulvillus	x		https://en.wikipedia.org/wiki/Gaius_Horatius_Pulvillus		
1699	477BC	-477	Posterior	T. Menenius Lanatus	x		https://en.wikipedia.org/wiki/Titus_Menenius_Lanatus_(consul_477_BC)		
37	476BC	-476	Prior	A. Verginius Tricostus Rutilus	x		https://en.wikipedia.org/wiki/Aulus_Verginius_Tricostus_Rutilus		
1700	476BC	-476	Posterior	Sp. (or C.) Servilius Structus	x		https://en.wikipedia.org/wiki/Spurius_Servilius_Structus		
38	475BC	-475	Prior	P. Valerius Poplicola	x		https://en.wikipedia.org/wiki/Publius_Valerius_Poplicola_(consul_475_BC)		
1701	475BC	-475	Posterior	C. Nautius Rutilus	x		https://en.wikipedia.org/wiki/Gaius_Nautius_Rutilus		
39	474BC	-474	Prior	L. Furius Medullinus	x		https://en.wikipedia.org/wiki/Lucius_Furius_Medullinus_(consul_474_BC)		
1702	474BC	-474	Posterior	A. Manlius Vulso	x		https://en.wikipedia.org/wiki/Aulus_Manlius_Vulso_(decemvir)		
40	473BC	-473	Prior	L. Aemilius Mamercus III	n		https://en.wikipedia.org/wiki/Lucius_Aemilius_Mamercus		
1703	473BC	-473	Posterior	Vopiscus Julius Iullus	x		https://en.wikipedia.org/wiki/Vopiscus_Julius_Iullus		
41	472BC	-472	Prior	L. Pinarius Mamercinus Rufus	x		https://en.wikipedia.org/wiki/Lucius_Pinarius_Mamercinus_Rufus_(consul_472_BC)		
1704	472BC	-472	Posterior	P. Furius Medullinus Fusus	x		https://en.wikipedia.org/wiki/Publius_Furius_Medullinus_Fusus		
42	471BC	-471	Prior	Ap. Claudius Crassus Inregillensis Sabinus	x		https://en.wikipedia.org/wiki/Appius_Claudius_Crassus_Inregillensis_Sabinus		
1705	471BC	-471	Posterior	T. Quinctius Capitolinus Barbatus	x		https://en.wikipedia.org/wiki/Titus_Quinctius_Capitolinus_Barbatus		
43	470BC	-470	Prior	L. Valerius Potitus II	n		https://en.wikipedia.org/wiki/Lucius_Valerius_Potitus_(consul_483_BC)		
1706	470BC	-470	Posterior	Ti. Aemilius Mamercus	x		https://en.wikipedia.org/wiki/Tiberius_Aemilius_Mamercus		
44	469BC	-469	Prior	T. Numicius Priscus	x		https://en.wikipedia.org/wiki/Titus_Numicius_Priscus		
1707	469BC	-469	Posterior	A. Verginius Caeliomontanus	x		https://en.wikipedia.org/wiki/Aulus_Verginius_Tricostus_Caeliomontanus_(consul_469_BC)		
45	468BC	-468	Prior	T. Quinctius Capitolinus Barbatus II	n		https://en.wikipedia.org/wiki/Titus_Quinctius_Capitolinus_Barbatus		
1708	468BC	-468	Posterior	Q. Servilius Priscus	x		https://en.wikipedia.org/wiki/Quintus_Servilius_Priscus_(consul_468_BC)		
46	467BC	-467	Prior	Ti. Aemilius Mamercus II	n		https://en.wikipedia.org/wiki/Tiberius_Aemilius_Mamercus		
1709	467BC	-467	Posterior	Q. Fabius Vibulanus	x		https://en.wikipedia.org/wiki/Quintus_Fabius_Vibulanus_(consul_467_BC)		
47	466BC	-466	Prior	Q. Servilius Priscus II	n		https://en.wikipedia.org/wiki/Quintus_Servilius_Priscus_(consul_468_BC)		
1710	466BC	-466	Posterior	Sp. Postumius Albinus Regillensis	x		https://en.wikipedia.org/wiki/Spurius_Postumius_Albus_Regillensis_(consul_466_BC)		
48	465BC	-465	Prior	Q. Fabius Vibulanus II	n		https://en.wikipedia.org/wiki/Quintus_Fabius_Vibulanus_(consul_467_BC)		
1711	465BC	-465	Posterior	T. Quinctius Capitolinus Barbatus III	n		https://en.wikipedia.org/wiki/Titus_Quinctius_Capitolinus_Barbatus		
49	464BC	-464	Prior	A. Postumius Albinus Regillensis	x		https://en.wikipedia.org/wiki/Aulus_Postumius_Albus_Regillensis_(consul_464_BC)		
1712	464BC	-464	Posterior	Sp. Furius Medullinus Fusus	x		https://en.wikipedia.org/wiki/Spurius_Furius_Medullinus_Fusus_(consul_464_BC)		
50	463BC	-463	Prior	P. Servilius Priscus	x		https://en.wikipedia.org/wiki/Publius_Servilius_Priscus_(consul_463_BC)		
1713	463BC	-463	Posterior	L. Aebutius Helva	x		https://en.wikipedia.org/wiki/Lucius_Aebutius_Helva		
51	462BC	-462	Prior	L. Lucretius Tricipitinus	x		https://en.wikipedia.org/wiki/Lucius_Lucretius_Tricipitinus		
1714	462BC	-462	Posterior	T. Veturius Geminus Cicurinus	x		https://en.wikipedia.org/wiki/Titus_Veturius_Geminus_Cicurinus_(consul_462_BC)		
52	461BC	-461	Prior	P. Volumnius Amintinus Gallus	x		https://en.wikipedia.org/wiki/Publius_Volumnius_Amintinus_Gallus		
1715	461BC	-461	Posterior	Ser. Sulpicius Camerinus Cornutus	x		https://en.wikipedia.org/wiki/Servius_Sulpicius_Camerinus_Cornutus_(consul_461_BC)		
53	460BC	-460	Prior	P. Valerius Poplicola II	n		https://en.wikipedia.org/wiki/Publius_Valerius_Poplicola_(consul_475_BC)		
54	460BC	-460	dictator	L. Quinctius Cincinnatus	x		https://en.wikipedia.org/wiki/Lucius_Quinctius_Cincinnatus		
1716	460BC	-460	Posterior	C. Claudius Inregillensis Sabinus	x		https://en.wikipedia.org/wiki/Gaius_Claudius_Sabinus_Regillensis		
55	459BC	-459	Prior	Q. Fabius Vibulanus III	n		https://en.wikipedia.org/wiki/Quintus_Fabius_Vibulanus_(consul_467_BC)		
1718	459BC	-459	Posterior	L. Cornelius Maluginensis Uritinus	x		https://en.wikipedia.org/wiki/Lucius_Cornelius_Maluginensis_Uritinus		
56	458BC	-458	Prior	C. Nautius Rutilus II	n		https://en.wikipedia.org/wiki/Gaius_Nautius_Rutilus		
1719	458BC	-458	Posterior	Carve(ntanus?)	x		https://en.wikipedia.org/wiki/List_of_Roman_consuls#Fifth_century_BC_(500%E2%80%93401)		
1720	458BC	-458	suff. (II)	L. Minucius Esquilinus Augurinus	x		https://en.wikipedia.org/wiki/Lucius_Minucius_Esquilinus_Augurinus		
58	457BC	-457	Prior	C. (or M.) Horatius Pulvillus II	n		https://en.wikipedia.org/wiki/Gaius_Horatius_Pulvillus		
1721	457BC	-457	Posterior	Q. Minucius Esquilinus (or L. Postumius)	x		https://en.wikipedia.org/wiki/Quintus_Minucius_Esquilinus		
59	456BC	-456	Prior	M. Valerius Maximus Lactuca	x		https://en.wikipedia.org/wiki/Marcus_Valerius_Maximus_Lactuca		
1722	456BC	-456	Posterior	Sp. Verginius Tricostus Caeliomontanus	x		https://en.wikipedia.org/wiki/Spurius_Verginius_Tricostus_Caeliomontanus		
60	455BC	-455	Prior	T. Romilius Rocus Vaticanus	x		https://en.wikipedia.org/wiki/Titus_Romilius_Rocus_Vaticanus		
1723	455BC	-455	Posterior	C. Veturius Cicurinus	x		https://en.wikipedia.org/wiki/Gaius_Veturius_Cicurinus		
61	454BC	-454	Prior	Sp. Tarpeius Montanus Capitolinus	x		https://en.wikipedia.org/wiki/Spurius_Tarpeius_Montanus_Capitolinus		
1724	454BC	-454	Posterior	A. Aternius Varus Fontinalis	x		https://en.wikipedia.org/wiki/Aulus_Aternius_Varus_Fontinalis		
62	453BC	-453	Prior	P. Curiatius Fistus Trigeminus	x		https://en.wikipedia.org/wiki/Publius_Curiatius_Fistus_Trigeminus		
1725	453BC	-453	Posterior	Sextus Quinctilius	x		https://en.wikipedia.org/wiki/Sextus_Quinctilius		
1726	453BC	-453	suff. (II)	Sp. Furius (Medullinus Fusus) II?)	x		https://en.wikipedia.org/wiki/Spurius_Furius_Medullinus_Fusus_(consul_464_BC)		
64	452BC	-452	Prior	T. Menenius Lanatus	x		https://en.wikipedia.org/wiki/Titus_Menenius_Lanatus_(consul_452_BC)		
1727	452BC	-452	Posterior	P. Sestius Capitolinus Vaticanus	x		https://en.wikipedia.org/wiki/Publius_Sestius_Capitolinus_Vaticanus		
65	451BC	-451	Prior	Ap. Claudius Crassus Inregillensis Sabinus II	n		https://en.wikipedia.org/wiki/Appius_Claudius_Crassus_Inregillensis_Sabinus		
66	451BC	-451	First Decemvirate	Ap. Claudius Crassus Inregillensis Sabinus	n		https://en.wikipedia.org/wiki/Appius_Claudius_Crassus_Inregillensis_Sabinus		
67	451BC	-451	First Decemvirate	T. Veturius Geminus Cicurinus	x		https://en.wikipedia.org/wiki/Titus_Veturius_Geminus_Cicurinus_(consul_462_BC)		
68	451BC	-451	First Decemvirate	A. Manlius Vulso	n		https://en.wikipedia.org/wiki/Aulus_Manlius_Vulso_(decemvir)		
69	451BC	-451	First Decemvirate	P. Sestius Capitolinus Vaticanus	x		https://en.wikipedia.org/wiki/Publius_Sestius_Capitolinus_Vaticanus		
70	451BC	-451	First Decemvirate	T. Romilius Rocus Vaticanus	x		https://en.wikipedia.org/wiki/Titus_Romilius_Rocus_Vaticanus		
1728	451BC	-451	Posterior	T. Genucius (or Minucius) Augurinus	x		https://en.wikipedia.org/wiki/Titus_Genucius_Augurinus		
1729	451BC	-451	First Decemvirate	T. Genucius (or Minucius) Augurinus	n		https://en.wikipedia.org/wiki/Titus_Genucius_Augurinus		
1730	451BC	-451	First Decemvirate	C. Julius Iullus	n		https://en.wikipedia.org/wiki/Gaius_Julius_Iullus_(decemvir)		
1731	451BC	-451	First Decemvirate	Ser. Sulpicius Camerinus Cornutus	n		https://en.wikipedia.org/wiki/Servius_Sulpicius_Camerinus_Cornutus_(consul_461_BC)		
1732	451BC	-451	First Decemvirate	P. Curiatius Fistus Trigeminus	n		https://en.wikipedia.org/wiki/Publius_Curiatius_Fistus_Trigeminus		
1733	451BC	-451	First Decemvirate	Sp. Postumius Albus Regillensis	n		https://en.wikipedia.org/wiki/Spurius_Postumius_Albus_Regillensis_(consul_466_BC)		
71	450BC	-450	Second Decemvirate	Ap. Claudius Crassus Inregillensis Sabinus II	n		https://en.wikipedia.org/wiki/Appius_Claudius_Crassus_Inregillensis_Sabinus		
72	450BC	-450	Second Decemvirate	M.(?) Sergius Esquilinus	x		https://en.wikipedia.org/wiki/Lucius_Sergius_Esquilinus		
73	450BC	-450	Second Decemvirate	Q. Fabius Vibulanus	n		https://en.wikipedia.org/wiki/Quintus_Fabius_Vibulanus_(consul_467_BC)		
74	450BC	-450	Second Decemvirate	T. Antonius Merenda	x		https://en.wikipedia.org/wiki/Titus_Antonius_Merenda		
75	450BC	-450	Second Decemvirate	Sp. Oppius Cornicen	x		https://en.wikipedia.org/wiki/Spurius_Oppius_Cornicen		
1734	450BC	-450	Second Decemvirate	M. Cornelius Maluginensis	x		https://en.wikipedia.org/wiki/Marcus_Cornelius_Maluginensis		
1735	450BC	-450	Second Decemvirate	L. Minucius Esquilinus Augurinus	n		https://en.wikipedia.org/wiki/Lucius_Minucius_Esquilinus_Augurinus		
1736	450BC	-450	Second Decemvirate	Q. Poetelius	x		https://en.wikipedia.org/wiki/Quintus_Poetelius_Libo_Visolus		
1737	450BC	-450	Second Decemvirate	Caeso Duillius Longus	x		https://en.wikipedia.org/wiki/Caeso_Duillius_Longus		
1738	450BC	-450	Second Decemvirate	M. Rabuleius	x		https://en.wikipedia.org/wiki/Manius_Rabuleius		
76	449BC	-449	Prior	L. Valerius Poplicola Potitus	x		https://en.wikipedia.org/wiki/Lucius_Valerius_Poplicola_Potitus		
1739	449BC	-449	Posterior	M. Horatius Turrinus Barbatus	x		https://en.wikipedia.org/wiki/Marcus_Horatius_Turrinus_Barbatus		
77	448BC	-448	Prior	Lars Herminius Coritinesanus	x		https://en.wikipedia.org/wiki/Lars_Herminius_Aquilinus		
1740	448BC	-448	Posterior	T. Verginius Tricostus Caeliomontanus	x		https://en.wikipedia.org/wiki/Titus_Verginius_Tricostus_Caeliomontanus_(consul_448_BC)		
78	447BC	-447	Prior	M. Geganius Macerinus	x		https://en.wikipedia.org/wiki/Marcus_Geganius_Macerinus		
1741	447BC	-447	Posterior	C. Julius Iullus	x		https://en.wikipedia.org/wiki/Gaius_Julius_Iullus_(consul_447_BC)		
79	446BC	-446	Prior	T. Quinctius Capitolinus Barbatus IV	n		https://en.wikipedia.org/wiki/Titus_Quinctius_Capitolinus_Barbatus		
1742	446BC	-446	Posterior	Agrippa Furius Fusus	x		https://en.wikipedia.org/wiki/Agrippa_Furius_Fusus		
80	445BC	-445	Prior	M. Genucius Augurinus	x		https://en.wikipedia.org/wiki/Marcus_Genucius_Augurinus		
1743	445BC	-445	Posterior	C. Curiatius Philo	x		https://en.wikipedia.org/wiki/Gaius_Curtius_Philo		
81	444BC	-444	Consular tribunes	A. Sempronius Atratinus	x		https://en.wikipedia.org/wiki/Aulus_Sempronius_Atratinus_(consular_tribune_444_BC)		
82	444BC	-444	Consular tribunes	T. Cloelius Siculus	x		https://en.wikipedia.org/wiki/Titus_Cloelius_Siculus		
83	444BC	-444	suff (I)	L. Papirius Mugillanus	x		https://en.wikipedia.org/wiki/Lucius_Papirius_Mugillanus_(consul_444_BC)		
1744	444BC	-444	Consular tribunes	L. Atilius Luscus	x		https://en.wikipedia.org/wiki/List_of_Roman_consuls#Fifth_century_BC_(500%E2%80%93401)		
1746	444BC	-444	suff. (II)	L. Sempronius Atratinus	x		https://en.wikipedia.org/wiki/Lucius_Sempronius_Atratinus_(consul_444_BC)		
84	443BC	-443	Prior	M. Geganius Macerinus II	n		https://en.wikipedia.org/wiki/Marcus_Geganius_Macerinus		
1747	443BC	-443	Posterior	T. Quinctius Capitolinus Barbatus V	n		https://en.wikipedia.org/wiki/Titus_Quinctius_Capitolinus_Barbatus		
85	442BC	-442	Prior	M. Fabius Vibulanus	x		https://en.wikipedia.org/wiki/Marcus_Fabius_Vibulanus_(consul_442_BC)		
1748	442BC	-442	Posterior	Postumus Aebutius Helva Cornicen	x		https://en.wikipedia.org/wiki/Postumus_Aebutius_Helva_Cornicen		
86	441BC	-441	Prior	C. Furius Pacilus Fusus	x		https://en.wikipedia.org/wiki/Gaius_Furius_Pacilus_Fusus		
1749	441BC	-441	Posterior	M'. Papirius Crassus	x		https://en.wikipedia.org/wiki/Manius_Papirius_Crassus		
87	440BC	-440	Prior	Proculus Geganius Macerinus	x		https://en.wikipedia.org/wiki/List_of_Roman_consuls#Fifth_century_BC_(500%E2%80%93401)		
1750	440BC	-440	Posterior	T. Menenius Lanatus II	n		https://en.wikipedia.org/wiki/Titus_Menenius_Lanatus_(consul_452_BC)		
88	439BC	-439	Prior	Agrippa Menenius Lanatus	x		https://en.wikipedia.org/wiki/Agrippa_Menenius_Lanatus_(consul_439_BC)		
1751	439BC	-439	Posterior	T. Quinctius Capitolinus Barbatus VI	n		https://en.wikipedia.org/wiki/Titus_Quinctius_Capitolinus_Barbatus		
89	438BC	-438	Consular tribunes	Mam. Aemilius (Mamercinus?)	x		https://en.wikipedia.org/wiki/Mamercus_Aemilius_Mamercinus		
90	438BC	-438	Consular tribunes	L. Julius Iullus	x		https://en.wikipedia.org/wiki/Lucius_Julius_Iullus_(consul)		
1752	438BC	-438	Consular tribunes	L. Quinctius Cincinnatus	x		https://en.wikipedia.org/wiki/Lucius_Quinctius_Cincinnatus_(consular_tribune)		
91	437BC	-437	Prior	M. Geganius Macerinus III	n		https://en.wikipedia.org/wiki/Marcus_Geganius_Macerinus		
1754	437BC	-437	Posterior	L. Sergius Fidenas	x		https://en.wikipedia.org/wiki/Lucius_Sergius_Fidenas		
92	436BC	-436	Prior	M. (or A.) Cornelius Maluginensis	x		https://en.wikipedia.org/wiki/List_of_Roman_consuls#Fifth_century_BC_(500%E2%80%93401)		
1755	436BC	-436	Posterior	L. Papirius Crassus	x		https://en.wikipedia.org/wiki/Lucius_Papirius_Crassus_(consul_436_BC)		
93	435BC	-435	Prior	C. Julius Iullus II	n		https://en.wikipedia.org/wiki/Gaius_Julius_Iullus_(consul_447_BC)		
1756	435BC	-435	Posterior	(L. or Proculus) Verginius Tricostus	x		https://en.wikipedia.org/wiki/Proculus_Verginius_Tricostus		
94	434BC	-434	Consular tribunes	M. Manlius Capitolinus	x		https://en.wikipedia.org/wiki/List_of_Roman_consuls#Fifth_century_BC_(500%E2%80%93401)		
95	434BC	-434	Consular tribunes	Ser. Cornelius Cossus	x		https://en.wikipedia.org/wiki/List_of_Roman_consuls#Fifth_century_BC_(500%E2%80%93401)		
1757	434BC	-434	Consular tribunes	Q. Sulpicius Camerinus Praetextatus	x		https://en.wikipedia.org/wiki/Quintus_Sulpicius_Camerinus_Praetextatus		
96	433BC	-433	Consular tribunes	M. Fabius Vibulanus	n		https://en.wikipedia.org/wiki/Marcus_Fabius_Vibulanus_(consul_442_BC)		
97	433BC	-433	Consular tribunes	L. Sergius Fidenas	n		https://en.wikipedia.org/wiki/Lucius_Sergius_Fidenas		
1759	433BC	-433	Consular tribunes	M. Foslius Flaccinator	x		https://en.wikipedia.org/wiki/Marcus_Foslius_Flaccinator		
98	432BC	-432	Consular tribunes	L. Pinarius Mamercinus	x		https://en.wikipedia.org/wiki/Lucius_Pinarius_Mamercinus		
99	432BC	-432	Consular tribunes	Sp. Postumius Albus Regillensis	x		https://en.wikipedia.org/wiki/Spurius_Postumius_Albus_Regillensis_(consular_tribune_432_BC)		
1761	432BC	-432	Consular tribunes	L. Furius Medullinus	x		https://en.wikipedia.org/wiki/Lucius_Furius_Medullinus_(consular_tribune_432_BC)		
100	431BC	-431	Prior	T. Quinctius Poenus Cincinnatus	x		https://en.wikipedia.org/wiki/Titus_Quinctius_Poenus_Cincinnatus		
1763	431BC	-431	Posterior	C. Julius Mento	x		https://en.wikipedia.org/wiki/Gaius_Julius_Mento		
101	430BC	-430	Prior	C. (or L.) Papirius Crassus	x		https://en.wikipedia.org/wiki/Gaius_Papirius_Crassus		
1764	430BC	-430	Posterior	L. Julius Iullus	n		https://en.wikipedia.org/wiki/Lucius_Julius_Iullus_(consul)		
102	429BC	-429	Prior	Hostus Lucretius Tricipitinus	x		https://en.wikipedia.org/wiki/Hostus_Lucretius_Tricipitinus		
1765	429BC	-429	Posterior	L. Sergius Fidenas II	n		https://en.wikipedia.org/wiki/Lucius_Sergius_Fidenas		
103	428BC	-428	Prior	A. Cornelius Cossus	x		https://en.wikipedia.org/wiki/Aulus_Cornelius_Cossus	"second Roman, after Romulus, to be awarded the spolia opima"	
1766	428BC	-428	Posterior	T. Quinctius Poenus Cincinnatus II	n		https://en.wikipedia.org/wiki/Titus_Quinctius_Poenus_Cincinnatus		
104	427BC	-427	Prior	C. Servilius Axilla	x		https://en.wikipedia.org/wiki/Gaius_Servilius_Axilla		
1767	427BC	-427	Posterior	L. Papirius Mugillanus	x		https://en.wikipedia.org/wiki/Lucius_Papirius_Mugillanus_(consul_427_BC)		
105	426BC	-426	Consular tribunes	C. Furius Pacilus Fusus	n		https://en.wikipedia.org/wiki/Gaius_Furius_Pacilus_Fusus		
